161.218536	44.251045
185.316650	972.449768
190.653259	965.986023
181.225327	618.579468
190.338974	465.397430
196.225433	347.309845
164.690277	240.346512
172.621094	247.752441
198.720459	197.649933
181.630524	195.863754
198.242142	206.424942
155.047440	209.236435
180.629150	193.865265
211.677429	158.274017
174.183411	150.919632
176.711273	169.531494
180.959534	156.775955
173.036423	153.395966
171.453720	120.609749
189.648087	171.774551
177.341217	157.732010
164.675018	120.019539
183.759857	131.894897
175.982483	119.875244
191.090317	173.255936
187.736511	125.156715
165.995239	121.676788
160.957779	158.330429
188.489319	127.210594
174.307816	124.626152
179.029373	106.607834
163.135315	105.897369
195.456726	119.908157
187.789520	113.369705
188.890030	106.674957
190.407196	102.729546
190.306122	114.336647
137.736694	120.444778
191.667572	100.966286
199.127869	98.930367
203.480255	119.204529
227.570328	106.268318
180.325653	85.086143
172.743164	101.799789
158.290192	109.634552
168.114868	101.331192
183.054596	92.504326
209.594452	98.035126
167.872406	99.929741
191.569977	106.740311
191.308289	83.943840
186.153229	95.153404
182.671936	97.446304
198.973312	88.214508
187.533447	83.701454
193.697266	95.106361
167.823486	81.405083
165.450363	86.082672
166.587494	84.474052
190.668671	95.115311
181.503662	80.814896
196.086334	87.574600
173.161942	77.545685
185.687714	76.189659
173.064423	83.869026
176.277893	69.448517
189.961823	77.134216
154.442963	79.659523
187.899460	75.125977
210.963440	73.334557
180.092422	70.070030
164.597412	65.255501
186.036499	61.442101
165.772415	73.543388
184.027252	64.208420
185.171051	57.078911
185.836761	54.728680
201.246124	55.020325
175.308563	63.580101
177.338135	53.050915
154.562088	45.132454
158.525406	43.580967
186.689056	45.477127
152.977173	38.438873
163.710297	36.142529
170.603180	47.058823
130.001419	37.467724
150.619553	38.819332
144.394318	28.622545
210.773438	28.988731
168.551361	28.198389
174.263184	24.649321
153.177795	28.252430
170.242767	30.858418
166.824265	21.895021
173.894043	24.122925
157.528580	17.849932
158.957092	24.653402
171.247375	28.494417
151.988174	17.504646
173.193451	18.951221
185.700256	12.800478
176.456741	23.335047
182.800354	10.252901
170.140625	17.029079
193.013184	11.759683
162.206757	17.540934
154.619247	10.617933
139.370453	19.040361
151.909637	16.773525
157.054688	12.431047
150.770905	11.875379
161.201447	10.654695
168.561035	14.705740
184.574234	7.949250
199.819595	10.276872
185.987747	7.317079
173.528763	11.251076
194.382721	6.258030
137.126251	7.581043
268.562683	11.132923
153.164093	9.623252
209.674103	11.474859
151.191498	9.187115
152.060989	8.515729
174.650146	12.830854
137.743271	5.910800
173.255600	8.696877
182.953278	9.643795
139.564865	8.694146
189.138138	9.950846
159.576385	8.347389
209.523315	8.321727
155.595367	8.470191
160.983154	7.635160
155.725922	10.189472
141.470764	5.368772
168.884537	7.766998
176.372772	5.907795
146.710480	5.792958
180.081360	9.871735
164.038620	10.982654
138.031586	5.900733
124.607483	9.141973
180.363724	5.944392
163.760468	7.863668
163.593765	7.215823
150.927551	6.482675
170.290924	6.453036
136.363892	6.131381
166.314896	8.561645
133.186569	7.037644
157.584579	7.128007
131.146423	7.390936
113.900620	6.078898
163.594376	11.080314
174.971191	5.862633
140.847549	5.456326
143.130035	6.762025
167.038757	7.438296
145.816208	4.542538
146.144806	7.414102
172.505646	5.402353
140.445038	6.088230
151.830307	5.663238
142.896378	8.050549
167.345779	4.622709
152.381516	8.055439
144.577301	4.920449
143.409393	4.891407
170.444244	5.887674
160.631271	6.217930
139.237274	6.072952
157.529892	6.771792
167.207718	5.233464
157.113647	5.509575
145.229980	5.960052
159.323624	6.190997
181.967560	5.835152
142.692215	5.914797
205.765106	4.286173
148.999817	5.497797
